"Data type","Cancer group/site","Year","Sex","Age group (years)","Count"
"Actual","Melanoma of the skin",2008,"Males","20–24",59
"Actual","Melanoma of the skin",2008,"Males","25–29",87
"Actual","Melanoma of the skin",2008,"Males","30–34",141
"Actual","Melanoma of the skin",2008,"Males","35–39",254
"Actual","Melanoma of the skin",2008,"Males","40–44",313
"Actual","Melanoma of the skin",2008,"Males","45–49",410
"Actual","Melanoma of the skin",2008,"Males","50–54",567
"Actual","Melanoma of the skin",2008,"Males","55–59",668
"Actual","Melanoma of the skin",2008,"Males","60–64",800
"Actual","Melanoma of the skin",2008,"Males","65–69",778
"Actual","Melanoma of the skin",2008,"Males","70–74",660
"Actual","Melanoma of the skin",2008,"Males","75–79",689
"Actual","Melanoma of the skin",2008,"Males","80–84",649
"Actual","Melanoma of the skin",2008,"Males","85–89",317
"Actual","Melanoma of the skin",2008,"Males","90+",110
"Actual","Melanoma of the skin",2009,"Males","00–04",1
"Actual","Melanoma of the skin",2009,"Males","05–09",0
"Actual","Melanoma of the skin",2009,"Males","10–14",9
"Actual","Melanoma of the skin",2009,"Males","15–19",27
"Actual","Melanoma of the skin",2009,"Males","20–24",48
"Actual","Melanoma of the skin",2009,"Males","25–29",101
"Actual","Melanoma of the skin",2009,"Males","30–34",148
"Actual","Melanoma of the skin",2009,"Males","35–39",256
"Actual","Melanoma of the skin",2009,"Males","40–44",299
"Actual","Melanoma of the skin",2009,"Males","45–49",385
"Actual","Melanoma of the skin",2009,"Males","50–54",553
"Actual","Melanoma of the skin",2009,"Males","55–59",691
"Actual","Melanoma of the skin",2009,"Males","60–64",811
"Actual","Melanoma of the skin",2009,"Males","65–69",757
"Actual","Melanoma of the skin",2009,"Males","70–74",795
"Actual","Melanoma of the skin",2009,"Males","75–79",711
"Actual","Melanoma of the skin",2009,"Males","80–84",567
"Actual","Melanoma of the skin",2009,"Males","85–89",333
"Actual","Melanoma of the skin",2009,"Males","90+",110
"Actual","Melanoma of the skin",2010,"Males","00–04",1
"Actual","Melanoma of the skin",2010,"Males","05–09",0
"Actual","Melanoma of the skin",2010,"Males","10–14",2
"Actual","Melanoma of the skin",2010,"Males","15–19",18
"Actual","Melanoma of the skin",2010,"Males","20–24",29
"Actual","Melanoma of the skin",2010,"Males","25–29",104
"Actual","Melanoma of the skin",2010,"Males","30–34",154
"Actual","Melanoma of the skin",2010,"Males","35–39",216
"Actual","Melanoma of the skin",2010,"Males","40–44",299
"Actual","Melanoma of the skin",2010,"Males","45–49",380
"Actual","Melanoma of the skin",2010,"Males","50–54",554
"Actual","Melanoma of the skin",2010,"Males","55–59",687
"Actual","Melanoma of the skin",2010,"Males","60–64",868
"Actual","Melanoma of the skin",2010,"Males","65–69",816
"Actual","Melanoma of the skin",2010,"Males","70–74",814
"Actual","Melanoma of the skin",2010,"Males","75–79",737
"Actual","Melanoma of the skin",2010,"Males","80–84",645
"Actual","Melanoma of the skin",2010,"Males","85–89",343
"Actual","Melanoma of the skin",2010,"Males","90+",137
"Actual","Melanoma of the skin",2011,"Males","00–04",1
"Actual","Melanoma of the skin",2011,"Males","05–09",1
"Actual","Melanoma of the skin",2011,"Males","10–14",5
"Actual","Melanoma of the skin",2011,"Males","15–19",18
"Actual","Melanoma of the skin",2011,"Males","20–24",44
"Actual","Melanoma of the skin",2011,"Males","25–29",98
"Actual","Melanoma of the skin",2011,"Males","30–34",142
"Actual","Melanoma of the skin",2011,"Males","35–39",194
"Actual","Melanoma of the skin",2011,"Males","40–44",314
"Actual","Melanoma of the skin",2011,"Males","45–49",387
"Actual","Melanoma of the skin",2011,"Males","50–54",518
"Actual","Melanoma of the skin",2011,"Males","55–59",690
"Actual","Melanoma of the skin",2011,"Males","60–64",962
"Actual","Melanoma of the skin",2011,"Males","65–69",866
"Actual","Melanoma of the skin",2011,"Males","70–74",819
"Actual","Melanoma of the skin",2011,"Males","75–79",651
"Actual","Melanoma of the skin",2011,"Males","80–84",599
"Actual","Melanoma of the skin",2011,"Males","85–89",354
"Actual","Melanoma of the skin",2011,"Males","90+",140
"Actual","Melanoma of the skin",2012,"Males","00–04",1
"Actual","Melanoma of the skin",2012,"Males","05–09",0
"Actual","Melanoma of the skin",2012,"Males","10–14",1
"Actual","Melanoma of the skin",2012,"Males","15–19",16
"Actual","Melanoma of the skin",2012,"Males","20–24",51
"Actual","Melanoma of the skin",2012,"Males","25–29",100
"Actual","Melanoma of the skin",2012,"Males","30–34",152
"Actual","Melanoma of the skin",2012,"Males","35–39",202
"Actual","Melanoma of the skin",2012,"Males","40–44",313
"Actual","Melanoma of the skin",2012,"Males","45–49",380
"Actual","Melanoma of the skin",2012,"Males","50–54",591
"Actual","Melanoma of the skin",2012,"Males","55–59",700
"Actual","Melanoma of the skin",2012,"Males","60–64",888
"Actual","Melanoma of the skin",2012,"Males","65–69",973
"Actual","Melanoma of the skin",2012,"Males","70–74",901
"Actual","Melanoma of the skin",2012,"Males","75–79",740
"Actual","Melanoma of the skin",2012,"Males","80–84",585
"Actual","Melanoma of the skin",2012,"Males","85–89",401
"Actual","Melanoma of the skin",2012,"Males","90+",161
"Actual","Melanoma of the skin",2013,"Males","00–04",1
"Actual","Melanoma of the skin",2013,"Males","05–09",1
"Actual","Melanoma of the skin",2013,"Males","10–14",2
"Actual","Melanoma of the skin",2013,"Males","15–19",13
"Actual","Melanoma of the skin",2013,"Males","20–24",45
"Actual","Melanoma of the skin",2013,"Males","25–29",93
"Actual","Melanoma of the skin",2013,"Males","30–34",136
"Actual","Melanoma of the skin",2013,"Males","35–39",211
"Actual","Melanoma of the skin",2013,"Males","40–44",303
"Actual","Melanoma of the skin",2013,"Males","45–49",405
"Actual","Melanoma of the skin",2013,"Males","50–54",568
"Actual","Melanoma of the skin",2013,"Males","55–59",695
"Actual","Melanoma of the skin",2013,"Males","60–64",954
"Actual","Melanoma of the skin",2013,"Males","65–69",1074
"Actual","Melanoma of the skin",2013,"Males","70–74",950
"Actual","Melanoma of the skin",2013,"Males","75–79",818
"Actual","Melanoma of the skin",2013,"Males","80–84",675
"Actual","Melanoma of the skin",2013,"Males","85–89",409
"Actual","Melanoma of the skin",2013,"Males","90+",180
"Actual","Melanoma of the skin",2014,"Males","00–04",0
"Actual","Melanoma of the skin",2014,"Males","05–09",0
"Actual","Melanoma of the skin",2014,"Males","10–14",1
"Actual","Melanoma of the skin",2014,"Males","15–19",16
"Actual","Melanoma of the skin",2014,"Males","20–24",44
"Actual","Melanoma of the skin",2014,"Males","25–29",86
"Actual","Melanoma of the skin",2014,"Males","30–34",137
"Actual","Melanoma of the skin",2014,"Males","35–39",205
"Actual","Melanoma of the skin",2014,"Males","40–44",323
"Actual","Melanoma of the skin",2014,"Males","45–49",392
"Actual","Melanoma of the skin",2014,"Males","50–54",603
"Actual","Melanoma of the skin",2014,"Males","55–59",692
"Actual","Melanoma of the skin",2014,"Males","60–64",901
"Actual","Melanoma of the skin",2014,"Males","65–69",1130
"Actual","Melanoma of the skin",2014,"Males","70–74",929
"Actual","Melanoma of the skin",2014,"Males","75–79",867
"Actual","Melanoma of the skin",2014,"Males","80–84",734
"Actual","Melanoma of the skin",2014,"Males","85–89",456
"Actual","Melanoma of the skin",2014,"Males","90+",202
"Actual","Melanoma of the skin",2015,"Males","00–04",0
"Actual","Melanoma of the skin",2015,"Males","05–09",0
"Actual","Melanoma of the skin",2015,"Males","10–14",1
"Actual","Melanoma of the skin",2015,"Males","15–19",10
"Actual","Melanoma of the skin",2015,"Males","20–24",42
"Actual","Melanoma of the skin",2015,"Males","25–29",82
"Actual","Melanoma of the skin",2015,"Males","30–34",137
"Actual","Melanoma of the skin",2015,"Males","35–39",189
"Actual","Melanoma of the skin",2015,"Males","40–44",324
"Actual","Melanoma of the skin",2015,"Males","45–49",444
"Actual","Melanoma of the skin",2015,"Males","50–54",592
"Actual","Melanoma of the skin",2015,"Males","55–59",743
"Actual","Melanoma of the skin",2015,"Males","60–64",969
"Actual","Melanoma of the skin",2015,"Males","65–69",1147
"Actual","Melanoma of the skin",2015,"Males","70–74",1119
"Actual","Melanoma of the skin",2015,"Males","75–79",923
"Actual","Melanoma of the skin",2015,"Males","80–84",638
"Actual","Melanoma of the skin",2015,"Males","85–89",453
"Actual","Melanoma of the skin",2015,"Males","90+",201
"Actual","Melanoma of the skin",2016,"Males","00–04",1
"Actual","Melanoma of the skin",2016,"Males","05–09",0
"Actual","Melanoma of the skin",2016,"Males","10–14",4
"Actual","Melanoma of the skin",2016,"Males","15–19",13
"Actual","Melanoma of the skin",2016,"Males","20–24",38
"Actual","Melanoma of the skin",2016,"Males","25–29",89
"Actual","Melanoma of the skin",2016,"Males","30–34",159
"Actual","Melanoma of the skin",2016,"Males","35–39",218
"Actual","Melanoma of the skin",2016,"Males","40–44",350
"Actual","Melanoma of the skin",2016,"Males","45–49",478
"Actual","Melanoma of the skin",2016,"Males","50–54",595
"Actual","Melanoma of the skin",2016,"Males","55–59",848
"Actual","Melanoma of the skin",2016,"Males","60–64",991
"Actual","Melanoma of the skin",2016,"Males","65–69",1229
"Actual","Melanoma of the skin",2016,"Males","70–74",1145
"Actual","Melanoma of the skin",2016,"Males","75–79",934
"Actual","Melanoma of the skin",2016,"Males","80–84",725
"Actual","Melanoma of the skin",2016,"Males","85–89",481
"Actual","Melanoma of the skin",2016,"Males","90+",199
"Actual","Melanoma of the skin",2017,"Males","00–04",2
"Actual","Melanoma of the skin",2017,"Males","05–09",0
"Actual","Melanoma of the skin",2017,"Males","10–14",1
"Actual","Melanoma of the skin",2017,"Males","15–19",13
"Actual","Melanoma of the skin",2017,"Males","20–24",32
"Actual","Melanoma of the skin",2017,"Males","25–29",101
"Actual","Melanoma of the skin",2017,"Males","30–34",166
"Actual","Melanoma of the skin",2017,"Males","35–39",213
"Actual","Melanoma of the skin",2017,"Males","40–44",325
"Actual","Melanoma of the skin",2017,"Males","45–49",454
"Actual","Melanoma of the skin",2017,"Males","50–54",630
"Actual","Melanoma of the skin",2017,"Males","55–59",919
"Actual","Melanoma of the skin",2017,"Males","60–64",960
"Actual","Melanoma of the skin",2017,"Males","65–69",1221
"Actual","Melanoma of the skin",2017,"Males","70–74",1290
"Actual","Melanoma of the skin",2017,"Males","75–79",1009
"Actual","Melanoma of the skin",2017,"Males","80–84",771
"Actual","Melanoma of the skin",2017,"Males","85–89",493
"Actual","Melanoma of the skin",2017,"Males","90+",225
"Actual","Melanoma of the skin",2018,"Males","00–04",0
"Actual","Melanoma of the skin",2018,"Males","05–09",1
"Actual","Melanoma of the skin",2018,"Males","10–14",3
"Actual","Melanoma of the skin",2018,"Males","15–19",15
"Actual","Melanoma of the skin",2018,"Males","20–24",53
"Actual","Melanoma of the skin",2018,"Males","25–29",88
"Actual","Melanoma of the skin",2018,"Males","30–34",138
"Actual","Melanoma of the skin",2018,"Males","35–39",213
"Actual","Melanoma of the skin",2018,"Males","40–44",300
"Actual","Melanoma of the skin",2018,"Males","45–49",511
"Actual","Melanoma of the skin",2018,"Males","50–54",616
"Actual","Melanoma of the skin",2018,"Males","55–59",855
"Actual","Melanoma of the skin",2018,"Males","60–64",998
"Actual","Melanoma of the skin",2018,"Males","65–69",1166
"Actual","Melanoma of the skin",2018,"Males","70–74",1287
"Actual","Melanoma of the skin",2018,"Males","75–79",1052
"Actual","Melanoma of the skin",2018,"Males","80–84",781
"Actual","Melanoma of the skin",2018,"Males","85–89",497
"Actual","Melanoma of the skin",2018,"Males","90+",240
"Actual","Melanoma of the skin",2019,"Males","00–04",1
"Actual","Melanoma of the skin",2019,"Males","05–09",1
"Actual","Melanoma of the skin",2019,"Males","10–14",3
"Actual","Melanoma of the skin",2019,"Males","15–19",18
"Actual","Melanoma of the skin",2019,"Males","20–24",54
"Actual","Melanoma of the skin",2019,"Males","25–29",83
"Actual","Melanoma of the skin",2019,"Males","30–34",161
"Actual","Melanoma of the skin",2019,"Males","35–39",223
"Actual","Melanoma of the skin",2019,"Males","40–44",289
"Actual","Melanoma of the skin",2019,"Males","45–49",492
"Actual","Melanoma of the skin",2019,"Males","50–54",641
"Actual","Melanoma of the skin",2019,"Males","55–59",799
"Actual","Melanoma of the skin",2019,"Males","60–64",1056
"Actual","Melanoma of the skin",2019,"Males","65–69",1217
"Actual","Melanoma of the skin",2019,"Males","70–74",1425
"Actual","Melanoma of the skin",2019,"Males","75–79",1118
"Actual","Melanoma of the skin",2019,"Males","80–84",815
"Actual","Melanoma of the skin",2019,"Males","85–89",490
"Actual","Melanoma of the skin",2019,"Males","90+",248
"Projections","Melanoma of the skin",2020,"Males","00–04",0
"Projections","Melanoma of the skin",2020,"Males","05–09",0
"Projections","Melanoma of the skin",2020,"Males","10–14",3
"Projections","Melanoma of the skin",2020,"Males","15–19",13
"Projections","Melanoma of the skin",2020,"Males","20–24",47
"Projections","Melanoma of the skin",2020,"Males","25–29",82
"Projections","Melanoma of the skin",2020,"Males","30–34",146
"Projections","Melanoma of the skin",2020,"Males","35–39",230
"Projections","Melanoma of the skin",2020,"Males","40–44",312
"Projections","Melanoma of the skin",2020,"Males","45–49",522
"Projections","Melanoma of the skin",2020,"Males","50–54",651
"Projections","Melanoma of the skin",2020,"Males","55–59",882
"Projections","Melanoma of the skin",2020,"Males","60–64",1072
"Projections","Melanoma of the skin",2020,"Males","65–69",1291
"Projections","Melanoma of the skin",2020,"Males","70–74",1507
"Projections","Melanoma of the skin",2020,"Males","75–79",1212
"Projections","Melanoma of the skin",2020,"Males","80–84",883
"Projections","Melanoma of the skin",2020,"Males","85–89",527
"Projections","Melanoma of the skin",2020,"Males","90+",261
"Projections","Melanoma of the skin",2021,"Males","00–04",0
"Projections","Melanoma of the skin",2021,"Males","05–09",0
"Projections","Melanoma of the skin",2021,"Males","10–14",3
"Projections","Melanoma of the skin",2021,"Males","15–19",12
"Projections","Melanoma of the skin",2021,"Males","20–24",46
"Projections","Melanoma of the skin",2021,"Males","25–29",76
"Projections","Melanoma of the skin",2021,"Males","30–34",142
"Projections","Melanoma of the skin",2021,"Males","35–39",232
"Projections","Melanoma of the skin",2021,"Males","40–44",318
"Projections","Melanoma of the skin",2021,"Males","45–49",524
"Projections","Melanoma of the skin",2021,"Males","50–54",679
"Projections","Melanoma of the skin",2021,"Males","55–59",887
"Projections","Melanoma of the skin",2021,"Males","60–64",1095
"Projections","Melanoma of the skin",2021,"Males","65–69",1322
"Projections","Melanoma of the skin",2021,"Males","70–74",1574
"Projections","Melanoma of the skin",2021,"Males","75–79",1297
"Projections","Melanoma of the skin",2021,"Males","80–84",934
"Projections","Melanoma of the skin",2021,"Males","85–89",551
"Projections","Melanoma of the skin",2021,"Males","90+",272
"Projections","Melanoma of the skin",2022,"Males","00–04",0
"Projections","Melanoma of the skin",2022,"Males","05–09",1
"Projections","Melanoma of the skin",2022,"Males","10–14",3
"Projections","Melanoma of the skin",2022,"Males","15–19",12
"Projections","Melanoma of the skin",2022,"Males","20–24",47
"Projections","Melanoma of the skin",2022,"Males","25–29",73
"Projections","Melanoma of the skin",2022,"Males","30–34",142
